chips,salt,cashews,maggi
coriander,lemonade,banana,oil
yoghurt,mango,flour,banana
cardamom,pulse,nuts,pepper
yoghurt,apple,potato,pepper
soup,soda,jam,potato
fizzy,drink,flour,fizzy
cumin,soup,cheese,cardamom
coffee,lemonade,soup,sausages
apple,potato,pepper,bun
potato,pepper,soda,maggi
fizzy,drink,yoghurt,cereal
pulse,orange,onion,pepper
orange,rice,eggs,fizzy
flour,candy,cardamom,ketchup
banana,ketchup,yoghurt,coriander
milk,chips,onion,soda
tomato,salt,grapes,salt
soup,onion,lemonade,salt
mango,milk,tang,gems
bun,soup,onion,ketchup
mango,coffee,nuts,maggi
pepper,eggs,maggi,pepper
sugar,tea,sugar,fizzy
grapes,soup,chips,salt
fizzy,drink,lemonade,butter
cheese,turmeric,orange,rice
tomato,chips,rice,ketchup
fizzy,drink,maggi,yoghurt
mango,bread,oil,salt
jam,tomato,biscuits,cereal
jam,turmeric,milk,flour
tomato,buttermilk,grapes,oil
rice,jam,cumin,banana
biscuits,banana,gems,banana
maggi,almonds,buttermilk,eggs
milk,chocolates,coffee,tea
potato,salt,pepper,sausages
cardamom,pulse,flour,cumin
milk,cheese,cardamom,toffee
fizzy,drink,fizzy,drink
eggs,sausages,nuts,oil
nuts,coriander,eggs,ketchup
grapes,potato,cardamom,ketchup
nuts,bun,coriander,gems
candy,tang,grapes,cumin
bread,tomato,lolly,soup
grapes,potato,gems,grapes
tomato,chocolates,rice,cheese
onion,lolly,lolly,coriander
buttermilk,ketchup,tomato,tang
soda,tang,rice,salt
coffee,ketchup,pepper,biscuits
chips,coffee,lemonade,cardamom
coffee,fizzy,drink,coriander
milk,bread,tomato,chips
cardamom,maggi,gems,potato
oil,sugar,tomato,buttermilk
tomato,chips,pulse,bun
cumin,cardamom,pulse,pear
butter,potato,mango,lemonade
banana,bread,toffee,tomato
chocolates,sugar,lolly,apple
flour,banana,candy,onion
tomato,sugar,sugar,soda
tang,gems,cheese,oil
bun,almonds,gems,lemonade
salt,apple,banana,potato
fizzy,drink,tomato,cashews
onion,cheese,lemonade,cereal
soup,potato,pepper,lolly
lemonade,maggi,tea,tomato
ketchup,rice,oil,pulse
cashews,lemonade,mango,grapes
bread,coriander,fizzy,drink
coffee,soda,nuts,buttermilk
lolly,banana,tang,chocolates
maggi,cereal,tomato,apple
butter,orange,butter,soup
toffee,flour,fizzy,drink
coriander,bun,banana,butter
orange,tomato,tea,pepper
milk,fizzy,drink,fizzy
pulse,apple,bun,bread
sausages,soup,biscuits,gems
fizzy,drink,cardamom,orange
ketchup,chocolates,candy,toffee
coffee,chocolates,cardamom,buttermilk
bread,grapes,pepper,mango
eggs,cheese,pepper,pepper
grapes,lolly,flour,sugar
biscuits,potato,onion,maggi
rice,candy,eggs,buttermilk
tea,coffee,banana,biscuits
pepper,oil,fizzy,drink
eggs,soup,grapes,turmeric
gems,chocolates,gems,ketchup
ketchup,grapes,gems,maggi
fizzy,drink,turmeric,biscuits
cumin,biscuits,tang,eggs
bun,grapes,coffee,eggs
pulse,turmeric,candy,tea
bun,tang,toffee,onion
tang,butter,rice,apple
rice,oil,banana,candy
jam,flour,cashews,pepper
cardamom,milk,mango,milk
sugar,biscuits,potato,mango
candy,bread,jam,bun
buttermilk,soda,flour,banana
bread,oil,cereal,candy
bun,gems,potato,tea
lemonade,buttermilk,nuts,turmeric
cardamom,tang,bread,toffee
rice,coffee,coriander,lolly
butter,yoghurt,chips,lemonade
pulse,rice,cereal,tang
tomato,bun,soda,tea
candy,yoghurt,candy,tang
gems,oil,milk,lolly
mango,banana,lolly,bun
grapes,maggi,buttermilk,salt
tomato,tomato,lemonade,onion
jam,sausages,coriander,cashews
soup,pulse,onion,turmeric
soda,tang,soup,potato
pear,butter,chips,grapes
potato,cheese,soup,salt
gems,lolly,toffee,toffee
pepper,fizzy,drink,orange
jam,turmeric,lemonade,almonds
toffee,flour,candy,cereal
oil,salt,orange,oil
rice,potato,coffee,turmeric
rice,toffee,turmeric,pepper
salt,pulse,fizzy,drink
gems,biscuits,sugar,pear
apple,fizzy,drink,biscuits
cardamom,pepper,biscuits,cardamom
coffee,gems,cheese,banana
tang,onion,coriander,chocolates
chips,cardamom,potato,lolly
coriander,soda,toffee,almonds
coriander,pear,yoghurt,rice
salt,lemonade,yoghurt,gems
pepper,flour,onion,lolly
sausages,cheese,almonds,cumin
bread,cereal,lemonade,candy
grapes,eggs,pear,banana
rice,candy,cheese,cheese
candy,mango,buttermilk,soup
apple,nuts,soda,bread
nuts,coffee,potato,bun
ketchup,salt,banana,cheese
sausages,mango,flour,cardamom
lolly,candy,eggs,potato
turmeric,biscuits,lolly,milk
rice,mango,banana,orange
maggi,sausages,turmeric,cumin
sugar,rice,coriander,orange
almonds,soda,eggs,cashews
lolly,potato,chocolates,cumin
banana,turmeric,cardamom,soup
sugar,milk,pepper,turmeric
turmeric,toffee,nuts,milk
grapes,eggs,bun,rice
yoghurt,grapes,milk,salt
soup,potato,soda,apple
maggi,almonds,grapes,coriander
oil,coffee,fizzy,drink
coffee,ketchup,oil,bread
pepper,cashews,chips,salt
potato,tang,eggs,ketchup
cashews,biscuits,coriander,almonds
sugar,butter,jam,pulse
buttermilk,eggs,biscuits,bread
butter,soup,cumin,tang
lolly,cashews,tomato,buttermilk
cereal,milk,cardamom,eggs
grapes,apple,milk,cashews
candy,turmeric,chips,fizzy
soda,gems,eggs,lemonade
bun,grapes,banana,orange
soda,bread,grapes,soda
milk,oil,potato,chocolates
chips,tea,almonds,lolly
tea,ketchup,pepper,cumin
candy,mango,tang,jam
rice,salt,lolly,grapes
banana,cumin,fizzy,drink
apple,gems,gems,soup
coriander,gems,cardamom,maggi
salt,butter,grapes,salt
cashews,nuts,yoghurt,toffee
cardamom,coriander,lemonade,tang
soup,orange,eggs,sugar
chocolates,coriander,potato,ketchup
pear,eggs,cumin,banana
bread,flour,soup,candy
tea,orange,orange,almonds
gems,coffee,almonds,soup
almonds,jam,maggi,milk
rice,sugar,eggs,grapes
tang,gems,lemonade,salt
cereal,cereal,salt,soda
maggi,tea,sausages,eggs
pepper,gems,lolly,turmeric
bread,tang,cardamom,cashews
bun,mango,jam,chips
salt,banana,cumin,flour
mango,sausages,mango,eggs
cardamom,yoghurt,cumin,onion
tang,turmeric,soda,almonds
lemonade,pear,jam,oil
pepper,apple,chocolates,grapes
flour,lemonade,orange,apple
potato,soup,orange,grapes
rice,bun,coffee,salt
cashews,gems,chocolates,cheese
lemonade,bread,rice,ketchup
soup,lolly,apple,gems
soup,nuts,mango,pear
soup,cardamom,nuts,apple
cereal,banana,oil,candy
lolly,soda,orange,eggs
cashews,toffee,gems,gems
lolly,toffee,soup,potato
tea,toffee,coffee,salt
salt,fizzy,drink,onion
turmeric,turmeric,turmeric,maggi
salt,bread,orange,rice
cumin,orange,lemonade,almonds
tang,lemonade,yoghurt,tomato
tomato,banana,coriander,salt
cumin,salt,lemonade,salt
toffee,soup,nuts,chocolates
potato,oil,pulse,bun
maggi,oil,soda,grapes
cashews,potato,buttermilk,turmeric
flour,sausages,almonds,maggi
potato,biscuits,potato,bun
pulse,cumin,onion,coffee
tea,toffee,chocolates,gems
lolly,jam,nuts,buttermilk
ketchup,milk,mango,gems
bread,potato,nuts,gems
flour,cheese,milk,nuts
buttermilk,buttermilk,candy,oil
cashews,chips,flour,rice
onion,bun,apple,tomato
jam,orange,banana,chocolates
toffee,mango,cardamom,cumin
coriander,butter,salt,soup
ketchup,sausages,turmeric,soda
candy,toffee,rice,oil
cheese,cardamom,mango,rice
coriander,tomato,soup,chocolates
sausages,toffee,bread,eggs
gems,coriander,turmeric,turmeric
salt,oil,ketchup,nuts
maggi,pulse,apple,chips
salt,coriander,salt,cheese
flour,flour,pepper,banana
bread,lemonade,jam,grapes
cumin,almonds,lolly,biscuits
lolly,flour,banana,cheese
sausages,mango,milk,ketchup
sausages,pulse,salt,coffee
cumin,grapes,buttermilk,jam
maggi,soda,orange,coriander
ketchup,pulse,butter,soup
coriander,tea,apple,onion
tea,nuts,mango,toffee
oil,lolly,maggi,turmeric
lolly,soda,grapes,flour
chocolates,lolly,flour,pepper
mango,yoghurt,pear,oil
coriander,eggs,grapes,pepper
buttermilk,yoghurt,biscuits,cereal
rice,soda,coffee,cashews
onion,soup,salt,yoghurt
cashews,nuts,orange,buttermilk
gems,maggi,pulse,pepper
almonds,ketchup,yoghurt,chocolates
lemonade,pulse,toffee,pepper
apple,grapes,lemonade,tea
ketchup,milk,biscuits,milk
cereal,coriander,grapes,maggi
apple,toffee,nuts,flour
cumin,sugar,soup,mango
grapes,chips,yoghurt,pulse
fizzy,drink,soda,almonds
banana,maggi,tang,flour
sugar,pulse,oil,bun
grapes,cumin,bun,eggs
bun,cereal,cashews,potato
nuts,coriander,bun,flour
tomato,eggs,bun,cumin
cereal,chips,onion,yoghurt
toffee,chips,candy,oil
cashews,flour,tomato,flour
candy,nuts,banana,cheese
gems,eggs,banana,soup
tea,bun,pear,lolly
nuts,banana,soup,gems
onion,tomato,tang,tea
almonds,cereal,potato,yoghurt
sausages,soup,almonds,tomato
bun,gems,cashews,bun
gems,coriander,lolly,milk
turmeric,chocolates,tomato,butter
tomato,chocolates,candy,gems
nuts,cumin,gems,yoghurt
potato,orange,nuts,gems
cheese,tang,pulse,sugar
candy,gems,cashews,apple
cardamom,butter,pepper,tea
yoghurt,cashews,tang,coriander
apple,butter,ketchup,jam
pepper,tang,biscuits,rice
onion,cardamom,apple,mango
tea,apple,cardamom,oil
sausages,toffee,pear,gems
onion,milk,biscuits,eggs
turmeric,soda,pear,butter
pepper,sugar,jam,salt
cardamom,maggi,potato,grapes
cheese,maggi,soup,maggi
fizzy,drink,coffee,tea
cheese,mango,soda,cereal
tomato,soda,apple,bread
coriander,sausages,banana,cashews
buttermilk,rice,banana,toffee
apple,coffee,pulse,sugar
coffee,oil,cashews,pulse
rice,pulse,milk,chips
coriander,pear,coriander,jam
almonds,bread,yoghurt,toffee
yoghurt,mango,banana,gems
oil,bread,tang,oil
banana,turmeric,jam,flour
rice,milk,jam,apple
chocolates,buttermilk,tea,nuts
buttermilk,tea,milk,coriander
maggi,maggi,coriander,lolly
soup,jam,bun,coffee
tea,bun,milk,turmeric
maggi,almonds,grapes,cereal
pulse,almonds,flour,eggs
eggs,sugar,milk,tang
cardamom,soup,maggi,lemonade
cardamom,cashews,coffee,candy
lemonade,potato,chips,grapes
maggi,yoghurt,pulse,soup
jam,milk,oil,onion
apple,rice,banana,tang
tea,turmeric,butter,cardamom
apple,butter,cumin,rice
cashews,pulse,maggi,pulse
gems,tang,tomato,orange
chocolates,gems,candy,coriander
lolly,bun,eggs,flour
tang,ketchup,nuts,potato
cardamom,gems,sausages,banana
tomato,tang,salt,eggs
almonds,pulse,flour,grapes
cheese,ketchup,maggi,bun
buttermilk,almonds,flour,cereal
pear,lemonade,gems,soda
tea,coriander,cereal,soup
potato,turmeric,fizzy,drink
coriander,pear,salt,tea
coffee,cardamom,cumin,butter
candy,almonds,onion,soup
bun,potato,cardamom,tomato
coriander,pulse,milk,tea
mango,pepper,toffee,fizzy
mango,coriander,bread,apple
buttermilk,lolly,tang,soup
grapes,turmeric,cashews,cheese
sausages,gems,soda,pepper
milk,almonds,bun,turmeric
salt,onion,banana,flour
oil,tomato,rice,pulse
sausages,cardamom,fizzy,drink
cashews,maggi,salt,bun
orange,flour,fizzy,drink
turmeric,cereal,yoghurt,cumin
coriander,chocolates,candy,pear
bun,gems,cardamom,orange
rice,salt,orange,bread
grapes,tang,nuts,bun
onion,chocolates,candy,grapes
sausages,pear,apple,flour
soda,gems,biscuits,soup
cashews,tea,toffee,tea
buttermilk,chips,rice,orange
gems,pepper,mango,banana
coriander,tea,almonds,fizzy
lemonade,ketchup,maggi,mango
sausages,ketchup,turmeric,mango
mango,turmeric,bun,bun
lolly,pulse,candy,oil
nuts,oil,toffee,chocolates
coriander,coffee,cashews,tea
cumin,coffee,cheese,soup
nuts,cashews,lolly,orange
cardamom,cereal,banana,sugar
mango,sugar,tea,toffee
onion,sugar,cashews,buttermilk
milk,tang,coffee,coriander
turmeric,butter,oil,pulse
banana,tea,turmeric,flour
yoghurt,sausages,buttermilk,potato
rice,banana,apple,cardamom
rice,maggi,yoghurt,lolly
cereal,candy,oil,sausages
tang,potato,pulse,jam
fizzy,drink,onion,bread
grapes,nuts,bun,fizzy
pepper,chocolates,fizzy,drink
gems,mango,chocolates,soup
orange,pepper,oil,chocolates
cashews,maggi,ketchup,tomato
tea,nuts,cereal,potato
tang,jam,cheese,pepper
tomato,tea,eggs,yoghurt
coffee,maggi,cheese,candy
nuts,rice,oil,almonds
pulse,tang,pepper,eggs
cashews,candy,candy,milk
flour,orange,soda,coffee
bread,turmeric,bun,biscuits
turmeric,almonds,gems,cereal
maggi,maggi,coriander,coffee
pulse,turmeric,apple,fizzy
yoghurt,tea,maggi,bun
mango,gems,lemonade,milk
soda,candy,coffee,eggs
potato,flour,flour,potato
maggi,chocolates,gems,yoghurt
tomato,cereal,biscuits,onion
sausages,apple,banana,tomato
sugar,jam,cardamom,cashews
buttermilk,butter,cheese,lolly
jam,pulse,cashews,tomato
lemonade,pepper,chips,tang
banana,chips,lemonade,soup
pulse,tomato,buttermilk,coffee
tea,milk,soda,cereal
fizzy,drink,cashews,milk
toffee,lolly,flour,gems
cereal,cashews,chips,coriander
tang,oil,lolly,cardamom
biscuits,nuts,turmeric,tang
turmeric,pear,yoghurt,almonds
coriander,onion,biscuits,tang
milk,pear,coriander,butter
tomato,fizzy,drink,pulse
pepper,butter,bread,buttermilk
rice,pear,jam,butter
oil,candy,coriander,maggi
fizzy,drink,yoghurt,rice
cashews,coffee,chocolates,gems
coffee,apple,almonds,jam
milk,toffee,flour,chips
onion,coriander,toffee,oil
banana,pulse,flour,apple
chips,almonds,tea,pear
soup,oil,tea,milk
nuts,cereal,buttermilk,toffee
biscuits,cheese,orange,flour
maggi,lolly,bun,potato
onion,cheese,lemonade,flour
yoghurt,lolly,sausages,cashews
coriander,butter,flour,ketchup
apple,onion,biscuits,banana
cumin,oil,buttermilk,cereal
tomato,yoghurt,coriander,banana
eggs,bread,onion,cereal
pear,buttermilk,eggs,cheese
tomato,apple,coffee,apple
almonds,maggi,gems,pear
coffee,bread,soda,tang
grapes,almonds,cumin,jam
rice,lolly,soup,grapes
pepper,nuts,chips,lolly
rice,bun,biscuits,maggi
coriander,coriander,grapes,bread
yoghurt,milk,milk,salt
milk,biscuits,cereal,coffee
gems,onion,toffee,jam
yoghurt,tang,potato,turmeric
cardamom,fizzy,drink,soup
banana,tomato,oil,almonds
tomato,bun,candy,coriander
flour,soup,mango,chocolates
pear,cumin,turmeric,bun
potato,candy,biscuits,candy
pulse,cumin,tea,soup
pear,onion,tang,chips
soup,candy,sugar,toffee
lemonade,onion,onion,bread
oil,candy,milk,orange
banana,sugar,ketchup,soda
soup,tea,maggi,sausages
buttermilk,lolly,cereal,lemonade
potato,yoghurt,flour,cumin
pear,sugar,chocolates,coffee
chips,chips,oil,coffee
jam,buttermilk,pepper,rice
butter,rice,almonds,grapes
bread,buttermilk,eggs,cheese
coffee,chips,sugar,bread
gems,butter,maggi,ketchup
sausages,flour,mango,lolly
jam,cheese,buttermilk,flour
sausages,coriander,butter,sugar
cardamom,soup,pear,oil
candy,pulse,tea,biscuits
cardamom,turmeric,banana,biscuits
bread,pulse,ketchup,jam
almonds,almonds,onion,soda
soup,almonds,cereal,lemonade
potato,coriander,oil,oil
yoghurt,grapes,bread,biscuits
grapes,soup,yoghurt,mango
mango,fizzy,drink,chips
buttermilk,fizzy,drink,sugar
ketchup,rice,soup,chocolates
cumin,cardamom,pepper,toffee
biscuits,candy,buttermilk,jam
pepper,tomato,potato,grapes
turmeric,cheese,oil,nuts
cereal,buttermilk,yoghurt,pulse
soup,almonds,oil,cardamom
turmeric,pepper,potato,pear
lolly,salt,candy,sausages
onion,toffee,cashews,cheese
biscuits,toffee,cardamom,salt
tang,flour,cumin,nuts
jam,soda,jam,butter
cardamom,mango,bread,cumin
sausages,tang,biscuits,sausages
sugar,ketchup,sausages,bread
biscuits,grapes,rice,sugar
onion,lemonade,grapes,lemonade
tomato,potato,milk,ketchup
maggi,tomato,turmeric,maggi
tomato,cheese,ketchup,onion
apple,sausages,chocolates,cheese
bread,milk,sausages,butter
potato,lolly,tea,onion
bread,oil,tomato,soda
sausages,almonds,chocolates,pulse
ketchup,lolly,oil,bread
tea,flour,soda,gems
bun,coffee,jam,gems
lemonade,fizzy,drink,cardamom
coffee,buttermilk,pepper,bread
soup,pear,tang,cardamom
coriander,pear,rice,toffee
yoghurt,grapes,eggs,almonds
cardamom,coffee,tomato,flour
chips,tomato,lolly,cumin
gems,lemonade,coriander,milk
almonds,candy,yoghurt,bun
tea,apple,maggi,pepper
soup,onion,banana,sugar
chocolates,chips,tang,gems
jam,cashews,onion,salt
cumin,pear,apple,coffee
grapes,cardamom,ketchup,tea
chocolates,maggi,biscuits,fizzy
cereal,almonds,tomato,coffee
ketchup,apple,cumin,candy
butter,banana,candy,cereal
coriander,maggi,onion,cereal
pear,mango,chocolates,jam
soup,bread,banana,potato
butter,cumin,lemonade,rice
flour,tomato,coffee,potato
oil,tea,almonds,yoghurt
mango,lemonade,tea,yoghurt
cardamom,tang,banana,sugar
coriander,chips,nuts,apple
tea,candy,lolly,biscuits
soup,ketchup,cashews,potato
chocolates,bun,bread,candy
biscuits,cashews,soup,butter
eggs,lolly,cumin,onion
toffee,rice,cheese,biscuits
pulse,candy,apple,bun
banana,almonds,lemonade,pulse
tomato,bun,sausages,apple
fizzy,drink,soda,coriander
apple,cereal,potato,nuts
cardamom,almonds,lemonade,eggs
yoghurt,eggs,banana,yoghurt
eggs,nuts,coffee,cheese
flour,jam,cereal,mango
tomato,jam,milk,sausages
mango,cashews,flour,mango
sugar,apple,eggs,coffee
grapes,salt,onion,candy
bun,pepper,soda,banana
jam,soup,chips,buttermilk
eggs,apple,milk,chocolates
lemonade,buttermilk,cereal,banana
cheese,butter,chips,chips
tang,gems,nuts,nuts
milk,pulse,onion,cumin
tea,salt,coffee,butter
cardamom,chips,milk,apple
tea,oil,butter,pepper
almonds,chocolates,butter,toffee
bread,butter,ketchup,lolly
nuts,tang,flour,jam
grapes,candy,orange,ketchup
grapes,apple,eggs,rice
onion,buttermilk,lemonade,lolly
bun,yoghurt,coriander,almonds
tang,cardamom,bread,onion
buttermilk,lolly,biscuits,soup
cumin,butter,chips,coffee
onion,onion,bread,chocolates
maggi,rice,coffee,buttermilk
sugar,candy,cashews,candy
turmeric,candy,coriander,lemonade
chips,salt,oil,pulse
lolly,cumin,turmeric,chocolates
coriander,pepper,bun,biscuits
ketchup,cumin,turmeric,sugar
biscuits,ketchup,maggi,candy
onion,maggi,cumin,tang
maggi,soup,chocolates,lolly
cashews,lemonade,onion,bread
sausages,nuts,oil,buttermilk
chocolates,apple,grapes,fizzy
yoghurt,cardamom,tang,apple
tomato,oil,bread,salt
oil,sausages,soup,chocolates
eggs,sausages,chips,pulse
soup,jam,grapes,yoghurt
cheese,cumin,lemonade,lemonade
soda,toffee,banana,butter
bun,cardamom,bun,coffee
onion,rice,pear,potato
almonds,pepper,salt,maggi
pepper,butter,pear,bun
sugar,biscuits,orange,rice
onion,coriander,fizzy,drink
pulse,soup,tomato,lemonade
ketchup,salt,bread,jam
tea,tea,biscuits,apple
onion,yoghurt,pepper,turmeric
soda,cheese,pepper,apple
cheese,gems,salt,toffee
chips,potato,butter,sausages
milk,tang,biscuits,pepper
orange,coriander,buttermilk,tang
almonds,eggs,almonds,flour
turmeric,bread,maggi,coriander
apple,candy,butter,buttermilk
toffee,sausages,candy,soda
nuts,oil,onion,sausages
buttermilk,coffee,salt,ketchup
orange,orange,potato,cashews
mango,mango,pulse,salt
chips,chips,turmeric,onion
butter,pepper,pear,flour
oil,flour,cumin,potato
almonds,orange,banana,gems
tomato,maggi,candy,mango
apple,cardamom,mango,almonds
oil,flour,jam,cumin
sugar,coriander,rice,fizzy
ketchup,orange,salt,salt
maggi,sugar,apple,pepper
flour,almonds,cashews,salt
coffee,cardamom,bun,tomato
turmeric,pear,butter,soda
tea,butter,flour,lolly
toffee,cheese,pear,butter
fizzy,drink,nuts,lemonade
eggs,lolly,candy,salt
coriander,chocolates,onion,butter
butter,turmeric,milk,banana
banana,cashews,cereal,cumin
tomato,coriander,cheese,potato
orange,potato,butter,maggi
oil,turmeric,bun,potato
bread,banana,chocolates,cereal
tea,candy,rice,tea
lemonade,apple,cardamom,orange
sugar,rice,gems,cashews
coriander,onion,cereal,yoghurt
onion,onion,milk,pepper
cereal,milk,tomato,chips
turmeric,grapes,pulse,soup
coffee,cheese,lemonade,sausages
sugar,butter,turmeric,ketchup
mango,potato,sausages,cheese
cashews,onion,onion,cardamom
buttermilk,lolly,eggs,turmeric
sausages,salt,candy,coriander
bread,chips,orange,tang
yoghurt,chocolates,nuts,sausages
tomato,pear,fizzy,drink
toffee,chips,bread,lemonade
yoghurt,cashews,turmeric,lemonade
milk,almonds,grapes,nuts
almonds,maggi,toffee,pulse
banana,ketchup,grapes,pulse
candy,pulse,apple,bread
eggs,apple,maggi,orange
apple,mango,cashews,ketchup
buttermilk,pulse,cheese,sugar
pulse,cheese,cardamom,tang
milk,apple,cumin,buttermilk
cheese,cumin,ketchup,cardamom
soup,ketchup,almonds,salt
coriander,mango,orange,cumin
cardamom,pear,rice,apple
coriander,coriander,soda,cumin
soda,bread,yoghurt,chips
jam,mango,tea,turmeric
lolly,maggi,cereal,milk
pear,pulse,fizzy,drink
chocolates,buttermilk,onion,eggs
jam,almonds,cumin,toffee
fizzy,drink,cereal,bun
grapes,milk,onion,coriander
nuts,sugar,cereal,toffee
soda,tomato,cashews,ketchup
milk,turmeric,flour,milk
oil,apple,cheese,rice
tomato,tea,coffee,lolly
tang,soup,almonds,apple
lolly,coriander,lemonade,gems
sugar,grapes,cumin,rice
biscuits,chocolates,cheese,potato
soda,almonds,coffee,soda
bun,bread,milk,jam
biscuits,almonds,orange,fizzy
pepper,cumin,chips,tea
apple,maggi,cumin,soup
candy,tomato,cardamom,lemonade
tea,apple,banana,ketchup
tang,lolly,onion,pulse
tang,salt,flour,potato
coriander,toffee,apple,soda
milk,eggs,grapes,sausages
bun,cereal,nuts,ketchup
turmeric,tang,cumin,apple
toffee,rice,buttermilk,cereal
chocolates,cereal,chocolates,grapes
yoghurt,onion,cheese,eggs
chips,sugar,bread,chocolates
almonds,soda,apple,lemonade
cheese,chocolates,chocolates,sugar
fizzy,drink,bread,bread
salt,bun,cumin,salt
toffee,maggi,sausages,jam
bread,pulse,butter,orange
cardamom,coffee,candy,flour
potato,cumin,chips,coffee
gems,tea,bread,fizzy
oil,oil,milk,banana
candy,potato,cumin,tomato
yoghurt,tomato,cereal,orange
rice,cereal,almonds,lolly
cardamom,fizzy,drink,cumin
pear,chips,butter,banana
pulse,sausages,rice,potato
grapes,soda,oil,chips
yoghurt,eggs,coriander,fizzy
butter,apple,tang,rice
toffee,salt,cumin,cardamom
onion,pepper,flour,cheese
tea,bun,tomato,chocolates
tea,potato,soda,pepper
chocolates,chips,soda,oil
tomato,pear,cumin,lolly
tang,coriander,cereal,cheese
rice,bread,candy,onion
coffee,turmeric,rice,milk
oil,pear,oil,oil
pulse,rice,nuts,tomato
cashews,potato,lemonade,flour
pear,cumin,potato,soda
butter,tang,soup,onion
biscuits,eggs,grapes,salt
cashews,pear,milk,potato
mango,cashews,cheese,chips
tomato,pear,turmeric,ketchup
apple,toffee,almonds,ketchup
maggi,gems,potato,apple
yoghurt,biscuits,cashews,cashews
tomato,oil,nuts,tea
milk,milk,turmeric,lolly
pear,sausages,fizzy,drink
milk,oil,fizzy,drink
rice,chocolates,coffee,candy
oil,maggi,biscuits,flour
mango,onion,oil,jam
buttermilk,grapes,butter,fizzy
cumin,eggs,tomato,grapes
buttermilk,sugar,lemonade,cumin
lemonade,banana,fizzy,drink
eggs,pulse,cardamom,tomato
butter,potato,lemonade,almonds
flour,orange,cashews,lemonade
rice,soup,banana,onion
fizzy,drink,onion,sugar
onion,eggs,turmeric,ketchup
lolly,oil,apple,cumin
apple,toffee,tea,chips
biscuits,apple,bun,coriander
cardamom,gems,tea,chips
onion,mango,candy,jam
mango,soup,coffee,banana
gems,soup,pulse,cardamom
banana,cumin,candy,butter
oil,jam,cashews,lemonade
yoghurt,pear,bread,flour
eggs,orange,bread,bun
salt,almonds,lemonade,lolly
jam,ketchup,soda,tea
candy,cheese,cheese,apple
onion,cardamom,banana,fizzy
pepper,maggi,pepper,almonds
tang,cashews,chips,sugar
toffee,fizzy,drink,toffee
coffee,cumin,grapes,grapes
soup,bread,bread,apple
fizzy,drink,tomato,chips
salt,buttermilk,flour,gems
lemonade,onion,cardamom,lemonade
cardamom,banana,cereal,chocolates
butter,soup,soup,yoghurt
onion,pepper,tang,cardamom
jam,sugar,onion,coffee
pepper,onion,nuts,yoghurt
oil,sugar,butter,yoghurt
rice,milk,eggs,potato
tea,sugar,chocolates,cumin
cheese,tomato,soup,rice
salt,coriander,nuts,pulse
coffee,biscuits,buttermilk,bun
chips,orange,sausages,salt
tomato,lolly,pulse,butter
sausages,sausages,tomato,almonds
soda,toffee,cheese,nuts
cardamom,bun,candy,ketchup
lemonade,toffee,gems,turmeric
coriander,turmeric,almonds,pulse
turmeric,banana,cardamom,lolly
milk,cumin,soda,salt
pear,buttermilk,apple,eggs
banana,gems,cardamom,fizzy
fizzy,drink,salt,turmeric
coffee,yoghurt,pear,apple
cumin,lolly,lemonade,tang
cereal,potato,fizzy,drink
apple,bread,candy,cardamom
soda,soda,ketchup,banana
salt,jam,potato,jam
pulse,tea,buttermilk,sausages
maggi,chips,tomato,mango
salt,milk,oil,lemonade
turmeric,chips,flour,cumin
pear,orange,milk,grapes
chocolates,onion,rice,onion
nuts,sugar,jam,butter
potato,pulse,toffee,orange
pulse,pear,cardamom,toffee
tomato,orange,soup,lolly
potato,flour,orange,coffee
rice,coffee,cereal,nuts
cashews,potato,chocolates,lolly
potato,jam,nuts,tang
yoghurt,chips,apple,yoghurt
coffee,tang,potato,soup
gems,cashews,chips,potato
nuts,pear,cashews,nuts
orange,sugar,mango,banana
cashews,gems,chips,mango
eggs,chips,orange,tomato
butter,bun,soda,yoghurt
cumin,cumin,bread,ketchup
tomato,nuts,pepper,soup
ketchup,pepper,flour,biscuits
pepper,jam,pepper,cheese
orange,lemonade,buttermilk,mango
lemonade,candy,mango,lolly
buttermilk,rice,toffee,oil
bun,milk,oil,onion
eggs,fizzy,drink,grapes
milk,candy,toffee,pear
salt,banana,soda,eggs
flour,coriander,cashews,onion
mango,cereal,chocolates,milk
toffee,gems,soda,butter
pulse,pear,chocolates,toffee
cardamom,cumin,cereal,cereal
soda,cheese,almonds,jam
ketchup,cheese,buttermilk,tea
sausages,gems,soup,tea
flour,coffee,sausages,cardamom
pear,grapes,nuts,tomato
candy,toffee,jam,pulse
pear,soup,pepper,almonds
lolly,tomato,rice,eggs
pear,eggs,soda,gems
tomato,chocolates,oil,rice
pear,tang,turmeric,soup
oil,sausages,apple,soup
coriander,mango,oil,flour
fizzy,drink,butter,cashews
biscuits,rice,lolly,sugar
ketchup,bun,potato,lolly
lemonade,pear,biscuits,lolly
turmeric,apple,mango,pear
chips,soda,rice,fizzy
pepper,maggi,coriander,chocolates
salt,yoghurt,bread,tea
pear,jam,eggs,lemonade
soup,chips,tang,maggi
pear,milk,coriander,oil
onion,onion,cheese,apple
nuts,cheese,turmeric,chips
bread,bun,apple,lolly
nuts,mango,ketchup,lolly
bun,cardamom,bread,nuts
buttermilk,bread,buttermilk,chips
biscuits,fizzy,drink,tang
tea,coriander,soup,milk
potato,fizzy,drink,chips
